date,cases,cartodb_id,province,weekinmonth,monthname,timeframe
3/3/20,9,6,British Columbia,1,March,March-W1
3/3/20,0,10,Manitoba,1,March,March-W1
3/3/20,0,7,New Brunswick,1,March,March-W1
3/3/20,0,5,Newfoundland and Labrador,1,March,March-W1
3/3/20,0,13,Northwest Territories,1,March,March-W1
3/3/20,0,2,Nova Scotia,1,March,March-W1
3/3/20,20,11,Ontario,1,March,March-W1
3/3/20,0,8,Prince Edward Island,1,March,March-W1
3/3/20,1,1,Quebec,1,March,March-W1
3/3/20,0,3,Saskatchewan,1,March,March-W1
3/3/20,0,9,Yukon,1,March,March-W1
3/3/20,0,12,Nunavut,1,March,March-W1
3/4/20,0,4,Alberta,1,March,March-W1
3/4/20,12,6,British Columbia,1,March,March-W1
3/4/20,0,10,Manitoba,1,March,March-W1
3/4/20,0,7,New Brunswick,1,March,March-W1
3/4/20,0,5,Newfoundland and Labrador,1,March,March-W1
3/4/20,0,13,Northwest Territories,1,March,March-W1
3/4/20,0,2,Nova Scotia,1,March,March-W1
3/4/20,20,11,Ontario,1,March,March-W1
3/4/20,0,8,Prince Edward Island,1,March,March-W1
3/4/20,1,1,Quebec,1,March,March-W1
3/4/20,0,3,Saskatchewan,1,March,March-W1
3/4/20,0,9,Yukon,1,March,March-W1
3/4/20,0,12,Nunavut,1,March,March-W1
3/5/20,0,4,Alberta,1,March,March-W1
3/5/20,13,6,British Columbia,1,March,March-W1
3/5/20,0,10,Manitoba,1,March,March-W1
3/5/20,0,7,New Brunswick,1,March,March-W1
3/5/20,0,5,Newfoundland and Labrador,1,March,March-W1
3/5/20,0,13,Northwest Territories,1,March,March-W1
3/5/20,0,2,Nova Scotia,1,March,March-W1
3/5/20,22,11,Ontario,1,March,March-W1
3/5/20,0,8,Prince Edward Island,1,March,March-W1
3/5/20,2,1,Quebec,1,March,March-W1
3/5/20,0,3,Saskatchewan,1,March,March-W1
3/5/20,0,9,Yukon,1,March,March-W1
3/5/20,0,12,Nunavut,1,March,March-W1
3/6/20,1,4,Alberta,1,March,March-W1
3/6/20,21,6,British Columbia,1,March,March-W1
3/6/20,0,10,Manitoba,1,March,March-W1
3/6/20,0,7,New Brunswick,1,March,March-W1
3/6/20,0,5,Newfoundland and Labrador,1,March,March-W1
3/6/20,0,13,Northwest Territories,1,March,March-W1
3/6/20,0,2,Nova Scotia,1,March,March-W1
3/6/20,25,11,Ontario,1,March,March-W1
3/6/20,0,8,Prince Edward Island,1,March,March-W1
3/6/20,2,1,Quebec,1,March,March-W1
3/6/20,0,3,Saskatchewan,1,March,March-W1
3/6/20,0,9,Yukon,1,March,March-W1
3/6/20,0,12,Nunavut,1,March,March-W1
3/7/20,2,4,Alberta,1,March,March-W1
3/7/20,21,6,British Columbia,1,March,March-W1
3/7/20,0,10,Manitoba,1,March,March-W1
3/7/20,0,7,New Brunswick,1,March,March-W1
3/7/20,0,5,Newfoundland and Labrador,1,March,March-W1
3/7/20,0,13,Northwest Territories,1,March,March-W1
3/7/20,0,2,Nova Scotia,1,March,March-W1
3/7/20,28,11,Ontario,1,March,March-W1
3/7/20,0,8,Prince Edward Island,1,March,March-W1
3/7/20,3,1,Quebec,1,March,March-W1
3/7/20,0,3,Saskatchewan,1,March,March-W1
3/7/20,0,9,Yukon,1,March,March-W1
3/7/20,0,12,Nunavut,1,March,March-W1
3/8/20,4,4,Alberta,2,March,March-W2
3/8/20,27,6,British Columbia,2,March,March-W2
3/8/20,0,10,Manitoba,2,March,March-W2
3/8/20,0,7,New Brunswick,2,March,March-W2
3/8/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/8/20,0,13,Northwest Territories,2,March,March-W2
3/8/20,0,2,Nova Scotia,2,March,March-W2
3/8/20,29,11,Ontario,2,March,March-W2
3/8/20,0,8,Prince Edward Island,2,March,March-W2
3/8/20,4,1,Quebec,2,March,March-W2
3/8/20,0,3,Saskatchewan,2,March,March-W2
3/8/20,0,9,Yukon,2,March,March-W2
3/8/20,0,12,Nunavut,2,March,March-W2
3/9/20,7,4,Alberta,2,March,March-W2
3/9/20,32,6,British Columbia,2,March,March-W2
3/9/20,0,10,Manitoba,2,March,March-W2
3/9/20,0,7,New Brunswick,2,March,March-W2
3/9/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/9/20,0,13,Northwest Territories,2,March,March-W2
3/9/20,0,2,Nova Scotia,2,March,March-W2
3/9/20,34,11,Ontario,2,March,March-W2
3/9/20,0,8,Prince Edward Island,2,March,March-W2
3/9/20,4,1,Quebec,2,March,March-W2
3/9/20,0,3,Saskatchewan,2,March,March-W2
3/9/20,0,9,Yukon,2,March,March-W2
3/9/20,0,12,Nunavut,2,March,March-W2
3/10/20,7,4,Alberta,2,March,March-W2
3/10/20,32,6,British Columbia,2,March,March-W2
3/10/20,0,10,Manitoba,2,March,March-W2
3/10/20,0,7,New Brunswick,2,March,March-W2
3/10/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/10/20,0,13,Northwest Territories,2,March,March-W2
3/10/20,0,2,Nova Scotia,2,March,March-W2
3/10/20,36,11,Ontario,2,March,March-W2
3/10/20,0,8,Prince Edward Island,2,March,March-W2
3/10/20,4,1,Quebec,2,March,March-W2
3/10/20,0,3,Saskatchewan,2,March,March-W2
3/10/20,0,9,Yukon,2,March,March-W2
3/10/20,0,12,Nunavut,2,March,March-W2
3/11/20,19,4,Alberta,2,March,March-W2
3/11/20,39,6,British Columbia,2,March,March-W2
3/11/20,0,10,Manitoba,2,March,March-W2
3/11/20,1,7,New Brunswick,2,March,March-W2
3/11/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/11/20,0,13,Northwest Territories,2,March,March-W2
3/11/20,0,2,Nova Scotia,2,March,March-W2
3/11/20,41,11,Ontario,2,March,March-W2
3/11/20,0,8,Prince Edward Island,2,March,March-W2
3/11/20,8,1,Quebec,2,March,March-W2
3/11/20,0,3,Saskatchewan,2,March,March-W2
3/11/20,0,9,Yukon,2,March,March-W2
3/11/20,0,12,Nunavut,2,March,March-W2
3/12/20,19,4,Alberta,2,March,March-W2
3/12/20,46,6,British Columbia,2,March,March-W2
3/12/20,0,10,Manitoba,2,March,March-W2
3/12/20,1,7,New Brunswick,2,March,March-W2
3/12/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/12/20,0,13,Northwest Territories,2,March,March-W2
3/12/20,0,2,Nova Scotia,2,March,March-W2
3/12/20,42,11,Ontario,2,March,March-W2
3/12/20,0,8,Prince Edward Island,2,March,March-W2
3/12/20,9,1,Quebec,2,March,March-W2
3/12/20,0,3,Saskatchewan,2,March,March-W2
3/12/20,0,9,Yukon,2,March,March-W2
3/12/20,0,12,Nunavut,2,March,March-W2
3/13/20,29,4,Alberta,2,March,March-W2
3/13/20,64,6,British Columbia,2,March,March-W2
3/13/20,4,10,Manitoba,2,March,March-W2
3/13/20,1,7,New Brunswick,2,March,March-W2
3/13/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/13/20,0,13,Northwest Territories,2,March,March-W2
3/13/20,0,2,Nova Scotia,2,March,March-W2
3/13/20,74,11,Ontario,2,March,March-W2
3/13/20,0,8,Prince Edward Island,2,March,March-W2
3/13/20,17,1,Quebec,2,March,March-W2
3/13/20,2,3,Saskatchewan,2,March,March-W2
3/13/20,0,9,Yukon,2,March,March-W2
3/13/20,0,12,Nunavut,2,March,March-W2
3/14/20,29,4,Alberta,2,March,March-W2
3/14/20,64,6,British Columbia,2,March,March-W2
3/14/20,4,10,Manitoba,2,March,March-W2
3/14/20,1,7,New Brunswick,2,March,March-W2
3/14/20,0,5,Newfoundland and Labrador,2,March,March-W2
3/14/20,0,13,Northwest Territories,2,March,March-W2
3/14/20,0,2,Nova Scotia,2,March,March-W2
3/14/20,79,11,Ontario,2,March,March-W2
3/14/20,0,8,Prince Edward Island,2,March,March-W2
3/14/20,17,1,Quebec,2,March,March-W2
3/14/20,2,3,Saskatchewan,2,March,March-W2
3/14/20,0,9,Yukon,2,March,March-W2
3/14/20,0,12,Nunavut,2,March,March-W2
3/15/20,39,4,Alberta,3,March,March-W3
3/15/20,73,6,British Columbia,3,March,March-W3
3/15/20,4,10,Manitoba,3,March,March-W3
3/15/20,2,7,New Brunswick,3,March,March-W3
3/15/20,1,5,Newfoundland and Labrador,3,March,March-W3
3/15/20,0,13,Northwest Territories,3,March,March-W3
3/15/20,0,2,Nova Scotia,3,March,March-W3
3/15/20,104,11,Ontario,3,March,March-W3
3/15/20,1,8,Prince Edward Island,3,March,March-W3
3/15/20,24,1,Quebec,3,March,March-W3
3/15/20,2,3,Saskatchewan,3,March,March-W3
3/15/20,0,9,Yukon,3,March,March-W3
3/15/20,0,12,Nunavut,3,March,March-W3
3/16/20,56,4,Alberta,3,March,March-W3
3/16/20,103,6,British Columbia,3,March,March-W3
3/16/20,7,10,Manitoba,3,March,March-W3
3/16/20,6,7,New Brunswick,3,March,March-W3
3/16/20,1,5,Newfoundland and Labrador,3,March,March-W3
3/16/20,0,13,Northwest Territories,3,March,March-W3
3/16/20,5,2,Nova Scotia,3,March,March-W3
3/16/20,177,11,Ontario,3,March,March-W3
3/16/20,1,8,Prince Edward Island,3,March,March-W3
3/16/20,50,1,Quebec,3,March,March-W3
3/16/20,7,3,Saskatchewan,3,March,March-W3
3/16/20,0,9,Yukon,3,March,March-W3
3/16/20,0,12,Nunavut,3,March,March-W3
3/17/20,74,4,Alberta,3,March,March-W3
3/17/20,103,6,British Columbia,3,March,March-W3
3/17/20,8,10,Manitoba,3,March,March-W3
3/17/20,8,7,New Brunswick,3,March,March-W3
3/17/20,3,5,Newfoundland and Labrador,3,March,March-W3
3/17/20,0,13,Northwest Territories,3,March,March-W3
3/17/20,7,2,Nova Scotia,3,March,March-W3
3/17/20,185,11,Ontario,3,March,March-W3
3/17/20,1,8,Prince Edward Island,3,March,March-W3
3/17/20,74,1,Quebec,3,March,March-W3
3/17/20,7,3,Saskatchewan,3,March,March-W3
3/17/20,0,9,Yukon,3,March,March-W3
3/17/20,0,12,Nunavut,3,March,March-W3
3/18/20,97,4,Alberta,3,March,March-W3
3/18/20,186,6,British Columbia,3,March,March-W3
3/18/20,15,10,Manitoba,3,March,March-W3
3/18/20,11,7,New Brunswick,3,March,March-W3
3/18/20,3,5,Newfoundland and Labrador,3,March,March-W3
3/18/20,0,13,Northwest Territories,3,March,March-W3
3/18/20,12,2,Nova Scotia,3,March,March-W3
3/18/20,221,11,Ontario,3,March,March-W3
3/18/20,1,8,Prince Edward Island,3,March,March-W3
3/18/20,94,1,Quebec,3,March,March-W3
3/18/20,8,3,Saskatchewan,3,March,March-W3
3/18/20,0,9,Yukon,3,March,March-W3
3/18/20,0,12,Nunavut,3,March,March-W3
3/19/20,119,4,Alberta,3,March,March-W3
3/19/20,231,6,British Columbia,3,March,March-W3
3/19/20,17,10,Manitoba,3,March,March-W3
3/19/20,11,7,New Brunswick,3,March,March-W3
3/19/20,3,5,Newfoundland and Labrador,3,March,March-W3
3/19/20,0,13,Northwest Territories,3,March,March-W3
3/19/20,14,2,Nova Scotia,3,March,March-W3
3/19/20,257,11,Ontario,3,March,March-W3
3/19/20,2,8,Prince Edward Island,3,March,March-W3
3/19/20,121,1,Quebec,3,March,March-W3
3/19/20,16,3,Saskatchewan,3,March,March-W3
3/19/20,0,9,Yukon,3,March,March-W3
3/19/20,0,12,Nunavut,3,March,March-W3
3/20/20,146,4,Alberta,3,March,March-W3
3/20/20,271,6,British Columbia,3,March,March-W3
3/20/20,17,10,Manitoba,3,March,March-W3
3/20/20,11,7,New Brunswick,3,March,March-W3
3/20/20,4,5,Newfoundland and Labrador,3,March,March-W3
3/20/20,0,13,Northwest Territories,3,March,March-W3
3/20/20,15,2,Nova Scotia,3,March,March-W3
3/20/20,308,11,Ontario,3,March,March-W3
3/20/20,2,8,Prince Edward Island,3,March,March-W3
3/20/20,139,1,Quebec,3,March,March-W3
3/20/20,20,3,Saskatchewan,3,March,March-W3
3/20/20,0,9,Yukon,3,March,March-W3
3/20/20,0,12,Nunavut,3,March,March-W3
3/21/20,195,4,Alberta,3,March,March-W3
3/21/20,424,6,British Columbia,3,March,March-W3
3/21/20,18,10,Manitoba,3,March,March-W3
3/21/20,17,7,New Brunswick,3,March,March-W3
3/21/20,6,5,Newfoundland and Labrador,3,March,March-W3
3/21/20,0,13,Northwest Territories,3,March,March-W3
3/21/20,21,2,Nova Scotia,3,March,March-W3
3/21/20,377,11,Ontario,3,March,March-W3
3/21/20,2,8,Prince Edward Island,3,March,March-W3
3/21/20,181,1,Quebec,3,March,March-W3
3/21/20,26,3,Saskatchewan,3,March,March-W3
3/21/20,0,9,Yukon,3,March,March-W3
3/21/20,0,12,Nunavut,3,March,March-W3
3/22/20,259,4,Alberta,4,March,March-W4
3/22/20,424,6,British Columbia,4,March,March-W4
3/22/20,20,10,Manitoba,4,March,March-W4
3/22/20,17,7,New Brunswick,4,March,March-W4
3/22/20,9,5,Newfoundland and Labrador,4,March,March-W4
3/22/20,0,13,Northwest Territories,4,March,March-W4
3/22/20,28,2,Nova Scotia,4,March,March-W4
3/22/20,425,11,Ontario,4,March,March-W4
3/22/20,3,8,Prince Edward Island,4,March,March-W4
3/22/20,219,1,Quebec,4,March,March-W4
3/22/20,52,3,Saskatchewan,4,March,March-W4
3/22/20,0,9,Yukon,4,March,March-W4
3/22/20,0,12,Nunavut,4,March,March-W4
3/23/20,301,4,Alberta,4,March,March-W4
3/23/20,472,6,British Columbia,4,March,March-W4
3/23/20,20,10,Manitoba,4,March,March-W4
3/23/20,17,7,New Brunswick,4,March,March-W4
3/23/20,24,5,Newfoundland and Labrador,4,March,March-W4
3/23/20,0,13,Northwest Territories,4,March,March-W4
3/23/20,41,2,Nova Scotia,4,March,March-W4
3/23/20,503,11,Ontario,4,March,March-W4
3/23/20,3,8,Prince Edward Island,4,March,March-W4
3/23/20,628,1,Quebec,4,March,March-W4
3/23/20,66,3,Saskatchewan,4,March,March-W4
3/23/20,0,9,Yukon,4,March,March-W4
3/23/20,0,12,Nunavut,4,March,March-W4
3/24/20,359,4,Alberta,4,March,March-W4
3/24/20,617,6,British Columbia,4,March,March-W4
3/24/20,21,10,Manitoba,4,March,March-W4
3/24/20,18,7,New Brunswick,4,March,March-W4
3/24/20,35,5,Newfoundland and Labrador,4,March,March-W4
3/24/20,0,13,Northwest Territories,4,March,March-W4
3/24/20,51,2,Nova Scotia,4,March,March-W4
3/24/20,588,11,Ontario,4,March,March-W4
3/24/20,3,8,Prince Edward Island,4,March,March-W4
3/24/20,1013,1,Quebec,4,March,March-W4
3/24/20,72,3,Saskatchewan,4,March,March-W4
3/24/20,0,9,Yukon,4,March,March-W4
3/24/20,0,12,Nunavut,4,March,March-W4
3/25/20,358,4,Alberta,4,March,March-W4
3/25/20,617,6,British Columbia,4,March,March-W4
3/25/20,35,10,Manitoba,4,March,March-W4
3/25/20,18,7,New Brunswick,4,March,March-W4
3/25/20,35,5,Newfoundland and Labrador,4,March,March-W4
3/25/20,0,13,Northwest Territories,4,March,March-W4
3/25/20,68,2,Nova Scotia,4,March,March-W4
3/25/20,688,11,Ontario,4,March,March-W4
3/25/20,5,8,Prince Edward Island,4,March,March-W4
3/25/20,1342,1,Quebec,4,March,March-W4
3/25/20,72,3,Saskatchewan,4,March,March-W4
3/25/20,0,9,Yukon,4,March,March-W4
3/25/20,0,12,Nunavut,4,March,March-W4
3/26/20,486,4,Alberta,4,March,March-W4
3/26/20,725,6,British Columbia,4,March,March-W4
3/26/20,36,10,Manitoba,4,March,March-W4
3/26/20,33,7,New Brunswick,4,March,March-W4
3/26/20,82,5,Newfoundland and Labrador,4,March,March-W4
3/26/20,1,13,Northwest Territories,4,March,March-W4
3/26/20,73,2,Nova Scotia,4,March,March-W4
3/26/20,858,11,Ontario,4,March,March-W4
3/26/20,5,8,Prince Edward Island,4,March,March-W4
3/26/20,1632,1,Quebec,4,March,March-W4
3/26/20,95,3,Saskatchewan,4,March,March-W4
3/26/20,3,9,Yukon,4,March,March-W4
3/26/20,0,12,Nunavut,4,March,March-W4
3/27/20,542,4,Alberta,4,March,March-W4
3/27/20,725,6,British Columbia,4,March,March-W4
3/27/20,39,10,Manitoba,4,March,March-W4
3/27/20,45,7,New Brunswick,4,March,March-W4
3/27/20,102,5,Newfoundland and Labrador,4,March,March-W4
3/27/20,1,13,Northwest Territories,4,March,March-W4
3/27/20,90,2,Nova Scotia,4,March,March-W4
3/27/20,994,11,Ontario,4,March,March-W4
3/27/20,9,8,Prince Edward Island,4,March,March-W4
3/27/20,2024,1,Quebec,4,March,March-W4
3/27/20,95,3,Saskatchewan,4,March,March-W4
3/27/20,3,9,Yukon,4,March,March-W4
3/27/20,0,12,Nunavut,4,March,March-W4
3/28/20,542,4,Alberta,4,March,March-W4
3/28/20,884,6,British Columbia,4,March,March-W4
3/28/20,64,10,Manitoba,4,March,March-W4
3/28/20,51,7,New Brunswick,4,March,March-W4
3/28/20,120,5,Newfoundland and Labrador,4,March,March-W4
3/28/20,1,13,Northwest Territories,4,March,March-W4
3/28/20,110,2,Nova Scotia,4,March,March-W4
3/28/20,1144,11,Ontario,4,March,March-W4
3/28/20,11,8,Prince Edward Island,4,March,March-W4
3/28/20,2498,1,Quebec,4,March,March-W4
3/28/20,134,3,Saskatchewan,4,March,March-W4
3/28/20,4,9,Yukon,4,March,March-W4
3/28/20,0,12,Nunavut,4,March,March-W4
3/29/20,621,4,Alberta,4,March,March-W4
3/29/20,884,6,British Columbia,4,March,March-W4
3/29/20,72,10,Manitoba,4,March,March-W4
3/29/20,66,7,New Brunswick,4,March,March-W4
3/29/20,135,5,Newfoundland and Labrador,4,March,March-W4
3/29/20,1,13,Northwest Territories,4,March,March-W4
3/29/20,122,2,Nova Scotia,4,March,March-W4
3/29/20,1355,11,Ontario,4,March,March-W4
3/29/20,11,8,Prince Edward Island,4,March,March-W4
3/29/20,2840,1,Quebec,4,March,March-W4
3/29/20,156,3,Saskatchewan,4,March,March-W4
3/29/20,4,9,Yukon,4,March,March-W4
3/29/20,0,12,Nunavut,4,March,March-W4
3/30/20,661,4,Alberta,4,March,March-W4
3/30/20,970,6,British Columbia,4,March,March-W4
3/30/20,96,10,Manitoba,4,March,March-W4
3/30/20,68,7,New Brunswick,4,March,March-W4
3/30/20,148,5,Newfoundland and Labrador,4,March,March-W4
3/30/20,1,13,Northwest Territories,4,March,March-W4
3/30/20,127,2,Nova Scotia,4,March,March-W4
3/30/20,1706,11,Ontario,4,March,March-W4
3/30/20,18,8,Prince Edward Island,4,March,March-W4
3/30/20,3430,1,Quebec,4,March,March-W4
3/30/20,156,3,Saskatchewan,4,March,March-W4
3/30/20,4,9,Yukon,4,March,March-W4
3/30/20,0,12,Nunavut,4,March,March-W4
3/31/20,690,4,Alberta,4,March,March-W4
3/31/20,1013,6,British Columbia,4,March,March-W4
3/31/20,103,10,Manitoba,4,March,March-W4
3/31/20,70,7,New Brunswick,4,March,March-W4
3/31/20,152,5,Newfoundland and Labrador,4,March,March-W4
3/31/20,1,13,Northwest Territories,4,March,March-W4
3/31/20,147,2,Nova Scotia,4,March,March-W4
3/31/20,1966,11,Ontario,4,March,March-W4
3/31/20,21,8,Prince Edward Island,4,March,March-W4
3/31/20,4162,1,Quebec,4,March,March-W4
3/31/20,184,3,Saskatchewan,4,March,March-W4
3/31/20,5,9,Yukon,4,March,March-W4
3/31/20,0,12,Nunavut,4,March,March-W4
4/1/20,754,4,Alberta,1,April,April-W1
4/1/20,1013,6,British Columbia,1,April,April-W1
4/1/20,127,10,Manitoba,1,April,April-W1
4/1/20,81,7,New Brunswick,1,April,April-W1
4/1/20,175,5,Newfoundland and Labrador,1,April,April-W1
4/1/20,2,13,Northwest Territories,1,April,April-W1
4/1/20,173,2,Nova Scotia,1,April,April-W1
4/1/20,2392,11,Ontario,1,April,April-W1
4/1/20,21,8,Prince Edward Island,1,April,April-W1
4/1/20,4611,1,Quebec,1,April,April-W1
4/1/20,193,3,Saskatchewan,1,April,April-W1
4/1/20,5,9,Yukon,1,April,April-W1
4/1/20,0,12,Nunavut,1,April,April-W1
4/2/20,969,4,Alberta,1,April,April-W1
4/2/20,1121,6,British Columbia,1,April,April-W1
4/2/20,167,10,Manitoba,1,April,April-W1
4/2/20,91,7,New Brunswick,1,April,April-W1
4/2/20,183,5,Newfoundland and Labrador,1,April,April-W1
4/2/20,2,13,Northwest Territories,1,April,April-W1
4/2/20,193,2,Nova Scotia,1,April,April-W1
4/2/20,2793,11,Ontario,1,April,April-W1
4/2/20,22,8,Prince Edward Island,1,April,April-W1
4/2/20,5518,1,Quebec,1,April,April-W1
4/2/20,206,3,Saskatchewan,1,April,April-W1
4/2/20,6,9,Yukon,1,April,April-W1
4/2/20,0,12,Nunavut,1,April,April-W1
4/3/20,969,4,Alberta,1,April,April-W1
4/3/20,1174,6,British Columbia,1,April,April-W1
4/3/20,182,10,Manitoba,1,April,April-W1
4/3/20,91,7,New Brunswick,1,April,April-W1
4/3/20,195,5,Newfoundland and Labrador,1,April,April-W1
4/3/20,2,13,Northwest Territories,1,April,April-W1
4/3/20,207,2,Nova Scotia,1,April,April-W1
4/3/20,3255,11,Ontario,1,April,April-W1
4/3/20,22,8,Prince Edward Island,1,April,April-W1
4/3/20,6101,1,Quebec,1,April,April-W1
4/3/20,220,3,Saskatchewan,1,April,April-W1
4/3/20,6,9,Yukon,1,April,April-W1
4/3/20,0,12,Nunavut,1,April,April-W1
4/4/20,1075,4,Alberta,1,April,April-W1
4/4/20,1203,6,British Columbia,1,April,April-W1
4/4/20,182,10,Manitoba,1,April,April-W1
4/4/20,91,7,New Brunswick,1,April,April-W1
4/4/20,195,5,Newfoundland and Labrador,1,April,April-W1
4/4/20,4,13,Northwest Territories,1,April,April-W1
4/4/20,236,2,Nova Scotia,1,April,April-W1
4/4/20,3630,11,Ontario,1,April,April-W1
4/4/20,22,8,Prince Edward Island,1,April,April-W1
4/4/20,6101,1,Quebec,1,April,April-W1
4/4/20,220,3,Saskatchewan,1,April,April-W1
4/4/20,6,9,Yukon,1,April,April-W1
4/4/20,0,12,Nunavut,1,April,April-W1
4/5/20,1181,4,Alberta,1,April,April-W1
4/5/20,1203,6,British Columbia,1,April,April-W1
4/5/20,203,10,Manitoba,1,April,April-W1
4/5/20,98,7,New Brunswick,1,April,April-W1
4/5/20,217,5,Newfoundland and Labrador,1,April,April-W1
4/5/20,4,13,Northwest Territories,1,April,April-W1
4/5/20,262,2,Nova Scotia,1,April,April-W1
4/5/20,4354,11,Ontario,1,April,April-W1
4/5/20,22,8,Prince Edward Island,1,April,April-W1
4/5/20,7944,1,Quebec,1,April,April-W1
4/5/20,249,3,Saskatchewan,1,April,April-W1
4/5/20,6,9,Yukon,1,April,April-W1
4/5/20,0,12,Nunavut,1,April,April-W1
4/6/20,1250,4,Alberta,1,April,April-W1
4/6/20,1266,6,British Columbia,1,April,April-W1
4/6/20,203,10,Manitoba,1,April,April-W1
4/6/20,103,7,New Brunswick,1,April,April-W1
4/6/20,226,5,Newfoundland and Labrador,1,April,April-W1
4/6/20,5,13,Northwest Territories,1,April,April-W1
4/6/20,293,2,Nova Scotia,1,April,April-W1
4/6/20,4347,11,Ontario,1,April,April-W1
4/6/20,22,8,Prince Edward Island,1,April,April-W1
4/6/20,8580,1,Quebec,1,April,April-W1
4/6/20,249,3,Saskatchewan,1,April,April-W1
4/6/20,6,9,Yukon,1,April,April-W1
4/6/20,0,12,Nunavut,1,April,April-W1
4/7/20,1373,4,Alberta,1,April,April-W1
4/7/20,1266,6,British Columbia,1,April,April-W1
4/7/20,217,10,Manitoba,1,April,April-W1
4/7/20,105,7,New Brunswick,1,April,April-W1
4/7/20,228,5,Newfoundland and Labrador,1,April,April-W1
4/7/20,5,13,Northwest Territories,1,April,April-W1
4/7/20,310,2,Nova Scotia,1,April,April-W1
4/7/20,4726,11,Ontario,1,April,April-W1
4/7/20,22,8,Prince Edward Island,1,April,April-W1
4/7/20,9340,1,Quebec,1,April,April-W1
4/7/20,260,3,Saskatchewan,1,April,April-W1
4/7/20,7,9,Yukon,1,April,April-W1
4/7/20,0,12,Nunavut,1,April,April-W1
4/8/20,1373,4,Alberta,2,April,April-W2
4/8/20,1291,6,British Columbia,2,April,April-W2
4/8/20,217,10,Manitoba,2,April,April-W2
4/8/20,105,7,New Brunswick,2,April,April-W2
4/8/20,228,5,Newfoundland and Labrador,2,April,April-W2
4/8/20,5,13,Northwest Territories,2,April,April-W2
4/8/20,310,2,Nova Scotia,2,April,April-W2
4/8/20,5276,11,Ontario,2,April,April-W2
4/8/20,25,8,Prince Edward Island,2,April,April-W2
4/8/20,10031,1,Quebec,2,April,April-W2
4/8/20,260,3,Saskatchewan,2,April,April-W2
4/8/20,7,9,Yukon,2,April,April-W2
4/8/20,0,12,Nunavut,2,April,April-W2
4/9/20,1423,4,Alberta,2,April,April-W2
4/9/20,1336,6,British Columbia,2,April,April-W2
4/9/20,221,10,Manitoba,2,April,April-W2
4/9/20,108,7,New Brunswick,2,April,April-W2
4/9/20,232,5,Newfoundland and Labrador,2,April,April-W2
4/9/20,5,13,Northwest Territories,2,April,April-W2
4/9/20,342,2,Nova Scotia,2,April,April-W2
4/9/20,5759,11,Ontario,2,April,April-W2
4/9/20,25,8,Prince Edward Island,2,April,April-W2
4/9/20,10912,1,Quebec,2,April,April-W2
4/9/20,271,3,Saskatchewan,2,April,April-W2
4/9/20,7,9,Yukon,2,April,April-W2
4/9/20,0,12,Nunavut,2,April,April-W2
4/10/20,1451,4,Alberta,2,April,April-W2
4/10/20,1370,6,British Columbia,2,April,April-W2
4/10/20,230,10,Manitoba,2,April,April-W2
4/10/20,112,7,New Brunswick,2,April,April-W2
4/10/20,239,5,Newfoundland and Labrador,2,April,April-W2
4/10/20,5,13,Northwest Territories,2,April,April-W2
4/10/20,407,2,Nova Scotia,2,April,April-W2
4/10/20,6237,11,Ontario,2,April,April-W2
4/10/20,25,8,Prince Edward Island,2,April,April-W2
4/10/20,11677,1,Quebec,2,April,April-W2
4/10/20,285,3,Saskatchewan,2,April,April-W2
4/10/20,8,9,Yukon,2,April,April-W2
4/10/20,0,12,Nunavut,2,April,April-W2
4/11/20,1567,4,Alberta,2,April,April-W2
4/11/20,1445,6,British Columbia,2,April,April-W2
4/11/20,243,10,Manitoba,2,April,April-W2
4/11/20,112,7,New Brunswick,2,April,April-W2
4/11/20,241,5,Newfoundland and Labrador,2,April,April-W2
4/11/20,5,13,Northwest Territories,2,April,April-W2
4/11/20,428,2,Nova Scotia,2,April,April-W2
4/11/20,6648,11,Ontario,2,April,April-W2
4/11/20,25,8,Prince Edward Island,2,April,April-W2
4/11/20,12292,1,Quebec,2,April,April-W2
4/11/20,289,3,Saskatchewan,2,April,April-W2
4/11/20,8,9,Yukon,2,April,April-W2
4/11/20,0,12,Nunavut,2,April,April-W2
4/12/20,1567,4,Alberta,2,April,April-W2
4/12/20,1445,6,British Columbia,2,April,April-W2
4/12/20,242,10,Manitoba,2,April,April-W2
4/12/20,114,7,New Brunswick,2,April,April-W2
4/12/20,242,5,Newfoundland and Labrador,2,April,April-W2
4/12/20,5,13,Northwest Territories,2,April,April-W2
4/12/20,445,2,Nova Scotia,2,April,April-W2
4/12/20,7049,11,Ontario,2,April,April-W2
4/12/20,25,8,Prince Edward Island,2,April,April-W2
4/12/20,12846,1,Quebec,2,April,April-W2
4/12/20,298,3,Saskatchewan,2,April,April-W2
4/12/20,8,9,Yukon,2,April,April-W2
4/12/20,0,12,Nunavut,2,April,April-W2
4/13/20,1732,4,Alberta,2,April,April-W2
4/13/20,1490,6,British Columbia,2,April,April-W2
4/13/20,246,10,Manitoba,2,April,April-W2
4/13/20,116,7,New Brunswick,2,April,April-W2
