date,cases,cartodb_id,province,weekinmonth,monthname,timeframe
4/13/20,244,5,Newfoundland and Labrador,2,April,April-W2
4/13/20,5,13,Northwest Territories,2,April,April-W2
4/13/20,474,2,Nova Scotia,2,April,April-W2
4/13/20,7470,11,Ontario,2,April,April-W2
4/13/20,25,8,Prince Edward Island,2,April,April-W2
4/13/20,13557,1,Quebec,2,April,April-W2
4/13/20,300,3,Saskatchewan,2,April,April-W2
4/13/20,8,9,Yukon,2,April,April-W2
4/13/20,0,12,Nunavut,2,April,April-W2
4/14/20,1870,4,Alberta,2,April,April-W2
4/14/20,1490,6,British Columbia,2,April,April-W2
4/14/20,246,10,Manitoba,2,April,April-W2
4/14/20,116,7,New Brunswick,2,April,April-W2
4/14/20,244,5,Newfoundland and Labrador,2,April,April-W2
4/14/20,5,13,Northwest Territories,2,April,April-W2
4/14/20,517,2,Nova Scotia,2,April,April-W2
4/14/20,7953,11,Ontario,2,April,April-W2
4/14/20,25,8,Prince Edward Island,2,April,April-W2
4/14/20,14248,1,Quebec,2,April,April-W2
4/14/20,300,3,Saskatchewan,2,April,April-W2
4/14/20,8,9,Yukon,2,April,April-W2
4/14/20,0,12,Nunavut,2,April,April-W2
4/15/20,1870,4,Alberta,3,April,April-W3
4/15/20,1517,6,British Columbia,3,April,April-W3
4/15/20,246,10,Manitoba,3,April,April-W3
4/15/20,117,7,New Brunswick,3,April,April-W3
4/15/20,247,5,Newfoundland and Labrador,3,April,April-W3
4/15/20,5,13,Northwest Territories,3,April,April-W3
4/15/20,549,2,Nova Scotia,3,April,April-W3
4/15/20,8447,11,Ontario,3,April,April-W3
4/15/20,26,8,Prince Edward Island,3,April,April-W3
4/15/20,14860,1,Quebec,3,April,April-W3
4/15/20,304,3,Saskatchewan,3,April,April-W3
4/15/20,8,9,Yukon,3,April,April-W3
4/15/20,0,12,Nunavut,3,April,April-W3
4/16/20,1996,4,Alberta,3,April,April-W3
4/16/20,1561,6,British Columbia,3,April,April-W3
4/16/20,250,10,Manitoba,3,April,April-W3
4/16/20,117,7,New Brunswick,3,April,April-W3
4/16/20,252,5,Newfoundland and Labrador,3,April,April-W3
4/16/20,5,13,Northwest Territories,3,April,April-W3
4/16/20,579,2,Nova Scotia,3,April,April-W3
4/16/20,9840,11,Ontario,3,April,April-W3
4/16/20,26,8,Prince Edward Island,3,April,April-W3
4/16/20,15857,1,Quebec,3,April,April-W3
4/16/20,305,3,Saskatchewan,3,April,April-W3
4/16/20,8,9,Yukon,3,April,April-W3
4/16/20,0,12,Nunavut,3,April,April-W3
4/17/20,2397,4,Alberta,3,April,April-W3
4/17/20,1575,6,British Columbia,3,April,April-W3
4/17/20,250,10,Manitoba,3,April,April-W3
4/17/20,117,7,New Brunswick,3,April,April-W3
4/17/20,256,5,Newfoundland and Labrador,3,April,April-W3
4/17/20,5,13,Northwest Territories,3,April,April-W3
4/17/20,606,2,Nova Scotia,3,April,April-W3
4/17/20,10456,11,Ontario,3,April,April-W3
4/17/20,26,8,Prince Edward Island,3,April,April-W3
4/17/20,16798,1,Quebec,3,April,April-W3
4/17/20,307,3,Saskatchewan,3,April,April-W3
4/17/20,8,9,Yukon,3,April,April-W3
4/17/20,0,12,Nunavut,3,April,April-W3
4/18/20,2562,4,Alberta,3,April,April-W3
4/18/20,1618,6,British Columbia,3,April,April-W3
4/18/20,253,10,Manitoba,3,April,April-W3
4/18/20,117,7,New Brunswick,3,April,April-W3
4/18/20,257,5,Newfoundland and Labrador,3,April,April-W3
4/18/20,5,13,Northwest Territories,3,April,April-W3
4/18/20,649,2,Nova Scotia,3,April,April-W3
4/18/20,11013,11,Ontario,3,April,April-W3
4/18/20,26,8,Prince Edward Island,3,April,April-W3
4/18/20,17521,1,Quebec,3,April,April-W3
4/18/20,313,3,Saskatchewan,3,April,April-W3
4/18/20,9,9,Yukon,3,April,April-W3
4/18/20,0,12,Nunavut,3,April,April-W3
4/19/20,2803,4,Alberta,3,April,April-W3
4/19/20,1647,6,British Columbia,3,April,April-W3
4/19/20,254,10,Manitoba,3,April,April-W3
4/19/20,118,7,New Brunswick,3,April,April-W3
4/19/20,257,5,Newfoundland and Labrador,3,April,April-W3
4/19/20,5,13,Northwest Territories,3,April,April-W3
4/19/20,675,2,Nova Scotia,3,April,April-W3
4/19/20,11561,11,Ontario,3,April,April-W3
4/19/20,26,8,Prince Edward Island,3,April,April-W3
4/19/20,17950,1,Quebec,3,April,April-W3
4/19/20,315,3,Saskatchewan,3,April,April-W3
4/19/20,9,9,Yukon,3,April,April-W3
4/19/20,0,12,Nunavut,3,April,April-W3
4/20/20,2908,4,Alberta,3,April,April-W3
4/20/20,1647,6,British Columbia,3,April,April-W3
4/20/20,254,10,Manitoba,3,April,April-W3
4/20/20,118,7,New Brunswick,3,April,April-W3
4/20/20,257,5,Newfoundland and Labrador,3,April,April-W3
4/20/20,5,13,Northwest Territories,3,April,April-W3
4/20/20,721,2,Nova Scotia,3,April,April-W3
4/20/20,12063,11,Ontario,3,April,April-W3
4/20/20,26,8,Prince Edward Island,3,April,April-W3
4/20/20,19319,1,Quebec,3,April,April-W3
4/20/20,316,3,Saskatchewan,3,April,April-W3
4/20/20,11,9,Yukon,3,April,April-W3
4/20/20,0,12,Nunavut,3,April,April-W3
4/21/20,3095,4,Alberta,3,April,April-W3
4/21/20,1724,6,British Columbia,3,April,April-W3
4/21/20,255,10,Manitoba,3,April,April-W3
4/21/20,118,7,New Brunswick,3,April,April-W3
4/21/20,257,5,Newfoundland and Labrador,3,April,April-W3
4/21/20,5,13,Northwest Territories,3,April,April-W3
4/21/20,737,2,Nova Scotia,3,April,April-W3
4/21/20,12715,11,Ontario,3,April,April-W3
4/21/20,26,8,Prince Edward Island,3,April,April-W3
4/21/20,20126,1,Quebec,3,April,April-W3
4/21/20,320,3,Saskatchewan,3,April,April-W3
4/21/20,11,9,Yukon,3,April,April-W3
4/21/20,0,12,Nunavut,3,April,April-W3
4/22/20,3401,4,Alberta,4,April,April-W4
4/22/20,1795,6,British Columbia,4,April,April-W4
4/22/20,257,10,Manitoba,4,April,April-W4
4/22/20,118,7,New Brunswick,4,April,April-W4
4/22/20,256,5,Newfoundland and Labrador,4,April,April-W4
4/22/20,5,13,Northwest Territories,4,April,April-W4
4/22/20,772,2,Nova Scotia,4,April,April-W4
4/22/20,13718,11,Ontario,4,April,April-W4
4/22/20,26,8,Prince Edward Island,4,April,April-W4
4/22/20,20965,1,Quebec,4,April,April-W4
4/22/20,326,3,Saskatchewan,4,April,April-W4
4/22/20,11,9,Yukon,4,April,April-W4
4/22/20,0,12,Nunavut,4,April,April-W4
4/23/20,3720,4,Alberta,4,April,April-W4
4/23/20,1824,6,British Columbia,4,April,April-W4
4/23/20,262,10,Manitoba,4,April,April-W4
4/23/20,118,7,New Brunswick,4,April,April-W4
4/23/20,256,5,Newfoundland and Labrador,4,April,April-W4
4/23/20,5,13,Northwest Territories,4,April,April-W4
4/23/20,827,2,Nova Scotia,4,April,April-W4
4/23/20,14068,11,Ontario,4,April,April-W4
4/23/20,26,8,Prince Edward Island,4,April,April-W4
4/23/20,21838,1,Quebec,4,April,April-W4
4/23/20,331,3,Saskatchewan,4,April,April-W4
4/23/20,11,9,Yukon,4,April,April-W4
4/23/20,0,12,Nunavut,4,April,April-W4
4/24/20,4017,4,Alberta,4,April,April-W4
4/24/20,1853,6,British Columbia,4,April,April-W4
4/24/20,263,10,Manitoba,4,April,April-W4
4/24/20,118,7,New Brunswick,4,April,April-W4
4/24/20,256,5,Newfoundland and Labrador,4,April,April-W4
4/24/20,5,13,Northwest Territories,4,April,April-W4
4/24/20,850,2,Nova Scotia,4,April,April-W4
4/24/20,14550,11,Ontario,4,April,April-W4
4/24/20,26,8,Prince Edward Island,4,April,April-W4
4/24/20,22616,1,Quebec,4,April,April-W4
4/24/20,341,3,Saskatchewan,4,April,April-W4
4/24/20,11,9,Yukon,4,April,April-W4
4/24/20,0,12,Nunavut,4,April,April-W4
4/25/20,4233,4,Alberta,4,April,April-W4
4/25/20,1948,6,British Columbia,4,April,April-W4
4/25/20,267,10,Manitoba,4,April,April-W4
4/25/20,118,7,New Brunswick,4,April,April-W4
4/25/20,257,5,Newfoundland and Labrador,4,April,April-W4
4/25/20,5,13,Northwest Territories,4,April,April-W4
4/25/20,865,2,Nova Scotia,4,April,April-W4
4/25/20,15012,11,Ontario,4,April,April-W4
4/25/20,26,8,Prince Edward Island,4,April,April-W4
4/25/20,23267,1,Quebec,4,April,April-W4
4/25/20,349,3,Saskatchewan,4,April,April-W4
4/25/20,11,9,Yukon,4,April,April-W4
4/25/20,0,12,Nunavut,4,April,April-W4
4/26/20,4480,4,Alberta,4,April,April-W4
4/26/20,1948,6,British Columbia,4,April,April-W4
4/26/20,271,10,Manitoba,4,April,April-W4
4/26/20,118,7,New Brunswick,4,April,April-W4
4/26/20,258,5,Newfoundland and Labrador,4,April,April-W4
4/26/20,5,13,Northwest Territories,4,April,April-W4
4/26/20,873,2,Nova Scotia,4,April,April-W4
4/26/20,15568,11,Ontario,4,April,April-W4
4/26/20,26,8,Prince Edward Island,4,April,April-W4
4/26/20,24109,1,Quebec,4,April,April-W4
4/26/20,353,3,Saskatchewan,4,April,April-W4
4/26/20,11,9,Yukon,4,April,April-W4
4/26/20,0,12,Nunavut,4,April,April-W4
4/27/20,4696,4,Alberta,4,April,April-W4
4/27/20,1998,6,British Columbia,4,April,April-W4
4/27/20,273,10,Manitoba,4,April,April-W4
4/27/20,118,7,New Brunswick,4,April,April-W4
4/27/20,258,5,Newfoundland and Labrador,4,April,April-W4
4/27/20,5,13,Northwest Territories,4,April,April-W4
4/27/20,900,2,Nova Scotia,4,April,April-W4
4/27/20,15970,11,Ontario,4,April,April-W4
4/27/20,26,8,Prince Edward Island,4,April,April-W4
4/27/20,24983,1,Quebec,4,April,April-W4
4/27/20,365,3,Saskatchewan,4,April,April-W4
4/27/20,11,9,Yukon,4,April,April-W4
4/27/20,0,12,Nunavut,4,April,April-W4
4/28/20,4850,4,Alberta,4,April,April-W4
4/28/20,2053,6,British Columbia,4,April,April-W4
4/28/20,273,10,Manitoba,4,April,April-W4
4/28/20,118,7,New Brunswick,4,April,April-W4
4/28/20,258,5,Newfoundland and Labrador,4,April,April-W4
4/28/20,5,13,Northwest Territories,4,April,April-W4
4/28/20,915,2,Nova Scotia,4,April,April-W4
4/28/20,16500,11,Ontario,4,April,April-W4
4/28/20,27,8,Prince Edward Island,4,April,April-W4
4/28/20,25761,1,Quebec,4,April,April-W4
4/28/20,366,3,Saskatchewan,4,April,April-W4
4/28/20,11,9,Yukon,4,April,April-W4
4/28/20,0,12,Nunavut,4,April,April-W4
4/29/20,5165,4,Alberta,4,April,April-W4
4/29/20,2087,6,British Columbia,4,April,April-W4
4/29/20,275,10,Manitoba,4,April,April-W4
4/29/20,118,7,New Brunswick,4,April,April-W4
4/29/20,258,5,Newfoundland and Labrador,4,April,April-W4
4/29/20,5,13,Northwest Territories,4,April,April-W4
4/29/20,935,2,Nova Scotia,4,April,April-W4
4/29/20,16978,11,Ontario,4,April,April-W4
4/29/20,27,8,Prince Edward Island,4,April,April-W4
4/29/20,26610,1,Quebec,4,April,April-W4
4/29/20,383,3,Saskatchewan,4,April,April-W4
4/29/20,11,9,Yukon,4,April,April-W4
4/29/20,0,12,Nunavut,4,April,April-W4
4/30/20,5355,4,Alberta,4,April,April-W4
4/30/20,2112,6,British Columbia,4,April,April-W4
4/30/20,277,10,Manitoba,4,April,April-W4
4/30/20,118,7,New Brunswick,4,April,April-W4
4/30/20,258,5,Newfoundland and Labrador,4,April,April-W4
4/30/20,5,13,Northwest Territories,4,April,April-W4
4/30/20,947,2,Nova Scotia,4,April,April-W4
4/30/20,17395,11,Ontario,4,April,April-W4
4/30/20,27,8,Prince Edward Island,4,April,April-W4
4/30/20,27550,1,Quebec,4,April,April-W4
4/30/20,389,3,Saskatchewan,4,April,April-W4
4/30/20,11,9,Yukon,4,April,April-W4
4/30/20,0,12,Nunavut,4,April,April-W4
5/1/20,5573,4,Alberta,1,May,May-W1
5/1/20,2145,6,British Columbia,1,May,May-W1
5/1/20,281,10,Manitoba,1,May,May-W1
5/1/20,118,7,New Brunswick,1,May,May-W1
5/1/20,259,5,Newfoundland and Labrador,1,May,May-W1
5/1/20,5,13,Northwest Territories,1,May,May-W1
5/1/20,959,2,Nova Scotia,1,May,May-W1
5/1/20,17880,11,Ontario,1,May,May-W1
5/1/20,27,8,Prince Edward Island,1,May,May-W1
5/1/20,28656,1,Quebec,1,May,May-W1
5/1/20,415,3,Saskatchewan,1,May,May-W1
5/1/20,11,9,Yukon,1,May,May-W1
5/1/20,0,12,Nunavut,1,May,May-W1
5/2/20,5670,4,Alberta,1,May,May-W1
5/2/20,2171,6,British Columbia,1,May,May-W1
5/2/20,282,10,Manitoba,1,May,May-W1
5/2/20,118,7,New Brunswick,1,May,May-W1
5/2/20,259,5,Newfoundland and Labrador,1,May,May-W1
5/2/20,5,13,Northwest Territories,1,May,May-W1
5/2/20,963,2,Nova Scotia,1,May,May-W1
5/2/20,18321,11,Ontario,1,May,May-W1
5/2/20,27,8,Prince Edward Island,1,May,May-W1
5/2/20,29664,1,Quebec,1,May,May-W1
5/2/20,421,3,Saskatchewan,1,May,May-W1
5/2/20,11,9,Yukon,1,May,May-W1
5/2/20,0,12,Nunavut,1,May,May-W1
5/3/20,5766,4,Alberta,1,May,May-W1
5/3/20,2171,6,British Columbia,1,May,May-W1
5/3/20,282,10,Manitoba,1,May,May-W1
5/3/20,118,7,New Brunswick,1,May,May-W1
5/3/20,259,5,Newfoundland and Labrador,1,May,May-W1
5/3/20,5,13,Northwest Territories,1,May,May-W1
5/3/20,971,2,Nova Scotia,1,May,May-W1
5/3/20,18574,11,Ontario,1,May,May-W1
5/3/20,27,8,Prince Edward Island,1,May,May-W1
5/3/20,31873,1,Quebec,1,May,May-W1
5/3/20,433,3,Saskatchewan,1,May,May-W1
5/3/20,11,9,Yukon,1,May,May-W1
5/3/20,0,12,Nunavut,1,May,May-W1
5/4/20,5836,4,Alberta,1,May,May-W1
5/4/20,2224,6,British Columbia,1,May,May-W1
5/4/20,283,10,Manitoba,1,May,May-W1
5/4/20,118,7,New Brunswick,1,May,May-W1
5/4/20,259,5,Newfoundland and Labrador,1,May,May-W1
5/4/20,5,13,Northwest Territories,1,May,May-W1
5/4/20,985,2,Nova Scotia,1,May,May-W1
5/4/20,19097,11,Ontario,1,May,May-W1
5/4/20,27,8,Prince Edward Island,1,May,May-W1
5/4/20,32631,1,Quebec,1,May,May-W1
5/4/20,467,3,Saskatchewan,1,May,May-W1
5/4/20,11,9,Yukon,1,May,May-W1
5/4/20,0,12,Nunavut,1,May,May-W1
5/5/20,5893,4,Alberta,1,May,May-W1
5/5/20,2232,6,British Columbia,1,May,May-W1
5/5/20,284,10,Manitoba,1,May,May-W1
5/5/20,119,7,New Brunswick,1,May,May-W1
5/5/20,259,5,Newfoundland and Labrador,1,May,May-W1
5/5/20,5,13,Northwest Territories,1,May,May-W1
5/5/20,991,2,Nova Scotia,1,May,May-W1
5/5/20,19468,11,Ontario,1,May,May-W1
5/5/20,27,8,Prince Edward Island,1,May,May-W1
5/5/20,33425,1,Quebec,1,May,May-W1
5/5/20,487,3,Saskatchewan,1,May,May-W1
5/5/20,11,9,Yukon,1,May,May-W1
5/5/20,0,12,Nunavut,1,May,May-W1
5/6/20,5963,4,Alberta,1,May,May-W1
5/6/20,2255,6,British Columbia,1,May,May-W1
5/6/20,286,10,Manitoba,1,May,May-W1
5/6/20,120,7,New Brunswick,1,May,May-W1
5/6/20,259,5,Newfoundland and Labrador,1,May,May-W1
5/6/20,5,13,Northwest Territories,1,May,May-W1
5/6/20,998,2,Nova Scotia,1,May,May-W1
5/6/20,19910,11,Ontario,1,May,May-W1
5/6/20,27,8,Prince Edward Island,1,May,May-W1
5/6/20,34334,1,Quebec,1,May,May-W1
5/6/20,512,3,Saskatchewan,1,May,May-W1
5/6/20,11,9,Yukon,1,May,May-W1
5/6/20,0,12,Nunavut,1,May,May-W1
5/7/20,6017,4,Alberta,1,May,May-W1
5/7/20,2288,6,British Columbia,1,May,May-W1
5/7/20,283,10,Manitoba,1,May,May-W1
5/7/20,120,7,New Brunswick,1,May,May-W1
5/7/20,261,5,Newfoundland and Labrador,1,May,May-W1
5/7/20,5,13,Northwest Territories,1,May,May-W1
5/7/20,1007,2,Nova Scotia,1,May,May-W1
5/7/20,20388,11,Ontario,1,May,May-W1
5/7/20,27,8,Prince Edward Island,1,May,May-W1
5/7/20,35249,1,Quebec,1,May,May-W1
5/7/20,531,3,Saskatchewan,1,May,May-W1
5/7/20,11,9,Yukon,1,May,May-W1
5/7/20,0,12,Nunavut,1,May,May-W1
5/8/20,6098,4,Alberta,2,May,May-W2
5/8/20,2315,6,British Columbia,2,May,May-W2
5/8/20,284,10,Manitoba,2,May,May-W2
5/8/20,120,7,New Brunswick,2,May,May-W2
5/8/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/8/20,5,13,Northwest Territories,2,May,May-W2
5/8/20,1008,2,Nova Scotia,2,May,May-W2
5/8/20,20826,11,Ontario,2,May,May-W2
5/8/20,27,8,Prince Edward Island,2,May,May-W2
5/8/20,36161,1,Quebec,2,May,May-W2
5/8/20,544,3,Saskatchewan,2,May,May-W2
5/8/20,11,9,Yukon,2,May,May-W2
5/8/20,0,12,Nunavut,2,May,May-W2
5/9/20,6157,4,Alberta,2,May,May-W2
5/9/20,2330,6,British Columbia,2,May,May-W2
5/9/20,284,10,Manitoba,2,May,May-W2
5/9/20,120,7,New Brunswick,2,May,May-W2
5/9/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/9/20,5,13,Northwest Territories,2,May,May-W2
5/9/20,1011,2,Nova Scotia,2,May,May-W2
5/9/20,21148,11,Ontario,2,May,May-W2
5/9/20,27,8,Prince Edward Island,2,May,May-W2
5/9/20,36997,1,Quebec,2,May,May-W2
5/9/20,553,3,Saskatchewan,2,May,May-W2
5/9/20,11,9,Yukon,2,May,May-W2
5/9/20,0,12,Nunavut,2,May,May-W2
5/10/20,6253,4,Alberta,2,May,May-W2
5/10/20,2330,6,British Columbia,2,May,May-W2
5/10/20,287,10,Manitoba,2,May,May-W2
5/10/20,120,7,New Brunswick,2,May,May-W2
5/10/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/10/20,5,13,Northwest Territories,2,May,May-W2
5/10/20,1018,2,Nova Scotia,2,May,May-W2
5/10/20,21469,11,Ontario,2,May,May-W2
5/10/20,27,8,Prince Edward Island,2,May,May-W2
5/10/20,37732,1,Quebec,2,May,May-W2
5/10/20,564,3,Saskatchewan,2,May,May-W2
5/10/20,11,9,Yukon,2,May,May-W2
5/10/20,0,12,Nunavut,2,May,May-W2
5/11/20,6300,4,Alberta,2,May,May-W2
5/11/20,2353,6,British Columbia,2,May,May-W2
5/11/20,289,10,Manitoba,2,May,May-W2
5/11/20,120,7,New Brunswick,2,May,May-W2
5/11/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/11/20,5,13,Northwest Territories,2,May,May-W2
5/11/20,1019,2,Nova Scotia,2,May,May-W2
5/11/20,21817,11,Ontario,2,May,May-W2
5/11/20,27,8,Prince Edward Island,2,May,May-W2
5/11/20,38480,1,Quebec,2,May,May-W2
5/11/20,568,3,Saskatchewan,2,May,May-W2
5/11/20,11,9,Yukon,2,May,May-W2
5/11/20,0,12,Nunavut,2,May,May-W2
5/12/20,6345,4,Alberta,2,May,May-W2
5/12/20,2360,6,British Columbia,2,May,May-W2
5/12/20,290,10,Manitoba,2,May,May-W2
5/12/20,120,7,New Brunswick,2,May,May-W2
5/12/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/12/20,5,13,Northwest Territories,2,May,May-W2
5/12/20,1020,2,Nova Scotia,2,May,May-W2
5/12/20,22158,11,Ontario,2,May,May-W2
5/12/20,27,8,Prince Edward Island,2,May,May-W2
5/12/20,39235,1,Quebec,2,May,May-W2
5/12/20,573,3,Saskatchewan,2,May,May-W2
5/12/20,11,9,Yukon,2,May,May-W2
5/12/20,0,12,Nunavut,2,May,May-W2
5/13/20,6407,4,Alberta,2,May,May-W2
5/13/20,2376,6,British Columbia,2,May,May-W2
5/13/20,290,10,Manitoba,2,May,May-W2
5/13/20,120,7,New Brunswick,2,May,May-W2
5/13/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/13/20,5,13,Northwest Territories,2,May,May-W2
5/13/20,1024,2,Nova Scotia,2,May,May-W2
5/13/20,22516,11,Ontario,2,May,May-W2
5/13/20,27,8,Prince Edward Island,2,May,May-W2
5/13/20,39940,1,Quebec,2,May,May-W2
5/13/20,577,3,Saskatchewan,2,May,May-W2
5/13/20,11,9,Yukon,2,May,May-W2
5/13/20,0,12,Nunavut,2,May,May-W2
5/14/20,6457,4,Alberta,2,May,May-W2
5/14/20,2392,6,British Columbia,2,May,May-W2
5/14/20,289,10,Manitoba,2,May,May-W2
5/14/20,120,7,New Brunswick,2,May,May-W2
5/14/20,261,5,Newfoundland and Labrador,2,May,May-W2
5/14/20,5,13,Northwest Territories,2,May,May-W2
5/14/20,1026,2,Nova Scotia,2,May,May-W2
5/14/20,22865,11,Ontario,2,May,May-W2
5/14/20,27,8,Prince Edward Island,2,May,May-W2
5/14/20,40732,1,Quebec,2,May,May-W2
5/14/20,582,3,Saskatchewan,2,May,May-W2
5/14/20,11,9,Yukon,2,May,May-W2
5/14/20,0,12,Nunavut,2,May,May-W2
5/15/20,6515,4,Alberta,3,May,May-W3
5/15/20,2407,6,British Columbia,3,May,May-W3
5/15/20,289,10,Manitoba,3,May,May-W3
5/15/20,120,7,New Brunswick,3,May,May-W3
5/15/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/15/20,5,13,Northwest Territories,3,May,May-W3
5/15/20,1034,2,Nova Scotia,3,May,May-W3
5/15/20,23258,11,Ontario,3,May,May-W3
5/15/20,27,8,Prince Edward Island,3,May,May-W3
5/15/20,41429,1,Quebec,3,May,May-W3
5/15/20,590,3,Saskatchewan,3,May,May-W3
5/15/20,11,9,Yukon,3,May,May-W3
5/15/20,0,12,Nunavut,3,May,May-W3
5/16/20,6587,4,Alberta,3,May,May-W3
5/16/20,2428,6,British Columbia,3,May,May-W3
5/16/20,289,10,Manitoba,3,May,May-W3
5/16/20,120,7,New Brunswick,3,May,May-W3
5/16/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/16/20,5,13,Northwest Territories,3,May,May-W3
5/16/20,1037,2,Nova Scotia,3,May,May-W3
5/16/20,23645,11,Ontario,3,May,May-W3
5/16/20,27,8,Prince Edward Island,3,May,May-W3
5/16/20,42192,1,Quebec,3,May,May-W3
5/16/20,591,3,Saskatchewan,3,May,May-W3
5/16/20,11,9,Yukon,3,May,May-W3
5/16/20,0,12,Nunavut,3,May,May-W3
5/17/20,6644,4,Alberta,3,May,May-W3
5/17/20,2428,6,British Columbia,3,May,May-W3
5/17/20,289,10,Manitoba,3,May,May-W3
5/17/20,120,7,New Brunswick,3,May,May-W3
5/17/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/17/20,5,13,Northwest Territories,3,May,May-W3
5/17/20,1040,2,Nova Scotia,3,May,May-W3
5/17/20,23974,11,Ontario,3,May,May-W3
5/17/20,27,8,Prince Edward Island,3,May,May-W3
5/17/20,42928,1,Quebec,3,May,May-W3
5/17/20,592,3,Saskatchewan,3,May,May-W3
5/17/20,11,9,Yukon,3,May,May-W3
5/17/20,0,12,Nunavut,3,May,May-W3
5/18/20,6683,4,Alberta,3,May,May-W3
5/18/20,2444,6,British Columbia,3,May,May-W3
5/18/20,290,10,Manitoba,3,May,May-W3
5/18/20,120,7,New Brunswick,3,May,May-W3
5/18/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/18/20,5,13,Northwest Territories,3,May,May-W3
5/18/20,1043,2,Nova Scotia,3,May,May-W3
5/18/20,24286,11,Ontario,3,May,May-W3
5/18/20,27,8,Prince Edward Island,3,May,May-W3
5/18/20,43636,1,Quebec,3,May,May-W3
5/18/20,592,3,Saskatchewan,3,May,May-W3
5/18/20,11,9,Yukon,3,May,May-W3
5/18/20,0,12,Nunavut,3,May,May-W3
5/19/20,6716,4,Alberta,3,May,May-W3
5/19/20,2446,6,British Columbia,3,May,May-W3
5/19/20,290,10,Manitoba,3,May,May-W3
5/19/20,120,7,New Brunswick,3,May,May-W3
5/19/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/19/20,5,13,Northwest Territories,3,May,May-W3
5/19/20,1044,2,Nova Scotia,3,May,May-W3
5/19/20,24755,11,Ontario,3,May,May-W3
5/19/20,27,8,Prince Edward Island,3,May,May-W3
5/19/20,44206,1,Quebec,3,May,May-W3
5/19/20,599,3,Saskatchewan,3,May,May-W3
5/19/20,11,9,Yukon,3,May,May-W3
5/19/20,0,12,Nunavut,3,May,May-W3
5/20/20,6735,4,Alberta,3,May,May-W3
5/20/20,2467,6,British Columbia,3,May,May-W3
5/20/20,290,10,Manitoba,3,May,May-W3
5/20/20,120,7,New Brunswick,3,May,May-W3
5/20/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/20/20,5,13,Northwest Territories,3,May,May-W3
5/20/20,1045,2,Nova Scotia,3,May,May-W3
5/20/20,25197,11,Ontario,3,May,May-W3
5/20/20,27,8,Prince Edward Island,3,May,May-W3
5/20/20,44784,1,Quebec,3,May,May-W3
5/20/20,620,3,Saskatchewan,3,May,May-W3
5/20/20,11,9,Yukon,3,May,May-W3
5/20/20,0,12,Nunavut,3,May,May-W3
5/21/20,6768,4,Alberta,3,May,May-W3
5/21/20,2479,6,British Columbia,3,May,May-W3
5/21/20,290,10,Manitoba,3,May,May-W3
5/21/20,121,7,New Brunswick,3,May,May-W3
5/21/20,260,5,Newfoundland and Labrador,3,May,May-W3
5/21/20,5,13,Northwest Territories,3,May,May-W3
5/21/20,1046,2,Nova Scotia,3,May,May-W3
5/21/20,25595,11,Ontario,3,May,May-W3
5/21/20,27,8,Prince Edward Island,3,May,May-W3
5/21/20,45504,1,Quebec,3,May,May-W3
5/21/20,622,3,Saskatchewan,3,May,May-W3
5/21/20,11,9,Yukon,3,May,May-W3
5/21/20,0,12,Nunavut,3,May,May-W3
5/22/20,6800,4,Alberta,4,May,May-W4
5/22/20,2507,6,British Columbia,4,May,May-W4
5/22/20,292,10,Manitoba,4,May,May-W4
5/22/20,121,7,New Brunswick,4,May,May-W4
5/22/20,260,5,Newfoundland and Labrador,4,May,May-W4
5/22/20,5,13,Northwest Territories,4,May,May-W4
5/22/20,1048,2,Nova Scotia,4,May,May-W4
5/22/20,26085,11,Ontario,4,May,May-W4
5/22/20,27,8,Prince Edward Island,4,May,May-W4
5/22/20,46150,1,Quebec,4,May,May-W4
5/22/20,627,3,Saskatchewan,4,May,May-W4
5/22/20,11,9,Yukon,4,May,May-W4
5/22/20,0,12,Nunavut,4,May,May-W4
5/23/20,6818,4,Alberta,4,May,May-W4
5/23/20,2517,6,British Columbia,4,May,May-W4
5/23/20,292,10,Manitoba,4,May,May-W4
5/23/20,121,7,New Brunswick,4,May,May-W4
5/23/20,260,5,Newfoundland and Labrador,4,May,May-W4
5/23/20,5,13,Northwest Territories,4,May,May-W4
5/23/20,1049,2,Nova Scotia,4,May,May-W4
5/23/20,26560,11,Ontario,4,May,May-W4
5/23/20,27,8,Prince Edward Island,4,May,May-W4
5/23/20,46847,1,Quebec,4,May,May-W4
5/23/20,630,3,Saskatchewan,4,May,May-W4
5/23/20,11,9,Yukon,4,May,May-W4
5/23/20,0,12,Nunavut,4,May,May-W4
5/24/20,6860,4,Alberta,4,May,May-W4
5/24/20,2517,6,British Columbia,4,May,May-W4
